12:31:25.22 25:46:53.29 22.295±0.209 21.704±0.213 21.329±0.220 — —
12:31:23.75 25:46:54.19 22.048±0.191 21.439±0.200 21.046±0.218 — —
12:31:23.61 25:46:54.66 22.045±0.194 21.538±0.215 21.052±0.214 — —
12:31:23.19 25:46:54.70 21.923±0.145 21.381±0.160 20.985±0.166 — —
12:31:24.09 25:46:55.89 22.080±0.158 21.494±0.173 21.190±0.190 — —
12:31:23.88 25:46:56.71 22.232±0.199 21.482±0.182 21.167±0.192 — —
12:31:23.87 25:46:57.65 22.393±0.206 21.833±0.215 21.454±0.230 — —
12:31:24.27 25:46:58.19 22.309±0.176 21.722±0.185 21.236±0.167 — —
12:31:23.94 25:46:57.75 22.318±0.192 21.810±0.213 21.373±0.214 — —
12:31:37.57 25:40:50.78 25.060±0.037 24.278±0.032 23.850±0.030 — —
12:31:16.59 25:40:57.90 24.462±0.026 23.887±0.024 23.624±0.025 — —
12:31:40.09 25:41:17.09 24.863±0.035 24.264±0.032 23.925±0.032 — —
12:31:38.65 25:42:35.14 24.738±0.029 24.213±0.032 23.979±0.035 — —
12:31:06.94 25:44:03.30 24.473±0.026 23.892±0.024 23.662±0.027 — —
12:31:25.49 25:44:35.30 24.279±0.039 23.773±0.040 23.561±0.048 — —
12:31:20.91 25:44:41.75 24.766±0.050 24.129±0.051 23.803±0.051 — —
12:31:19.89 25:45:07.96 24.872±0.074 24.261±0.075 23.982±0.081 — —
12:31:01.30 25:46:16.25 24.874±0.034 24.227±0.033 23.906±0.036 — —
12:31:35.16 25:46:16.46 24.953±0.042 24.379±0.045 23.975±0.041 — —
12:31:05.17 25:47:03.16 24.715±0.031 24.234±0.034 23.843±0.036 — —
12:31:33.83 25:47:47.11 23.910±0.025 23.279±0.022 22.979±0.024 — —
12:31:24.01 25:48:04.18 24.518±0.070 23.924±0.069 23.711±0.082 — —
12:31:18.69 25:48:07.60 24.902±0.057 24.248±0.047 23.917±0.057 — —
12:31:56.71 25:48:07.92 25.005±0.034 24.375±0.035 23.961±0.031 — —
12:31:41.29 25:48:29.88 24.484±0.025 23.962±0.026 23.648±0.027 — —
12:31:28.82 25:49:00.66 24.841±0.033 24.054±0.026 23.658±0.030 — —
12:30:56.24 25:49:59.05 25.019±0.036 24.232±0.031 23.932±0.032 — —
12:31:04.88 25:50:08.52 25.094±0.034 24.373±0.032 23.953±0.030 — —
12:31:18.16 25:50:45.75 25.137±0.043 24.437±0.035 23.990±0.034 — —
12:31:11.88 25:51:35.71 23.918±0.022 23.336±0.020 23.123±0.021 — —
12:31:13.81 25:51:40.64 25.118±0.035 24.378±0.033 23.993±0.031 — —
12:31:18.93 25:53:03.41 25.070±0.044 24.338±0.031 23.957±0.034 — —
12:31:37.42 25:53:28.86 24.740±0.040 24.129±0.031 23.965±0.034 — —
12:31:21.03 25:45:23.76 23.358±0.041 22.724±0.040 22.374±0.041 22.959±0.013 21.930±0.013
12:31:21.50 25:45:26.85 23.074±0.036 22.398±0.032 21.963±0.030 22.719±0.012 21.610±0.012
12:31:22.22 25:45:38.77 24.012±0.133 23.268±0.119 22.974±0.129 23.659±0.019 22.540±0.019
12:31:18.68 25:45:45.61 24.430±0.056 23.813±0.058 23.393±0.058 24.079±0.024 23.050±0.024
12:31:20.09 25:46:07.39 23.004±0.046 22.350±0.043 21.943±0.041 22.589±0.011 21.500±0.011
12:31:19.49 25:46:08.51 21.255±0.019 20.712±0.016 20.411±0.017 20.949±0.008 20.010±0.008
12:31:22.58 25:46:12.97 22.369±0.163 21.585±0.145 21.443±0.194 23.129±0.014 22.170±0.014
12:31:20.24 25:46:14.45 23.985±0.131 23.520±0.152 23.330±0.189 23.689±0.019 22.880±0.019
12:31:20.35 25:46:16.53 23.594±0.102 22.963±0.102 22.708±0.124 23.199±0.015 22.330±0.015
12:31:18.40 25:46:18.30 23.135±0.028 22.395±0.023 22.003±0.025 22.679±0.012 21.590±0.012
12:31:22.27 25:46:19.85 21.414±0.070 20.845±0.072 20.520±0.081 21.289±0.008 20.470±0.008
12:31:19.92 25:46:20.24 22.100±0.026 21.445±0.023 21.157±0.025 21.729±0.009 20.770±0.009
12:31:19.06 25:46:34.03 23.467±0.043 22.926±0.045 22.717±0.052 23.099±0.014 22.230±0.014
12:31:24.06 25:46:47.93 20.707±0.070 19.994±0.064 19.609±0.058 20.819±0.008 19.720±0.008
12:31:23.39 25:46:51.42 21.923±0.145 21.381±0.160 20.968±0.166 23.009±0.013 22.020±0.013
12:31:24.50 25:46:56.75 21.352±0.070 20.743±0.069 20.515±0.083 21.379±0.008 20.530±0.008
12:31:27.60 25:47:05.24 23.560±0.073 23.061±0.076 22.873±0.093 23.259±0.015 22.400±0.015
12:31:19.07 25:47:06.03 23.517±0.036 22.842±0.032 22.548±0.035 23.069±0.014 22.090±0.014
12:31:22.61 25:47:06.14 22.255±0.070 21.613±0.070 21.208±0.068 21.979±0.009 20.910±0.009
12:31:19.67 25:47:06.18 21.270±0.019 20.751±0.016 20.494±0.017 20.959±0.008 20.150±0.008
12:31:17.72 25:47:08.27 23.810±0.035 23.028±0.032 22.748±0.035 23.249±0.015 22.230±0.015
12:31:19.56 25:47:10.21 22.393±0.023 21.703±0.020 21.317±0.022 21.919±0.009 20.870±0.009
12:31:25.26 25:47:11.44 21.979±0.040 21.304±0.039 20.867±0.037 21.659±0.009 20.530±0.009
12:31:19.47 25:47:12.30 22.764±0.027 22.254±0.026 21.991±0.030 22.419±0.011 21.570±0.011
12:31:19.82 25:47:17.09 22.624±0.025 22.061±0.023 21.825±0.026 22.289±0.010 21.420±0.010
12:31:24.77 25:47:19.72 23.396±0.106 22.752±0.101 22.442±0.117 23.159±0.014 22.040±0.014
12:31:21.27 25:47:19.46 23.465±0.068 22.847±0.066 22.551±0.074 23.049±0.014 22.140±0.014
12:31:20.47 25:47:19.32 23.741±0.061 23.027±0.056 22.743±0.064 23.309±0.016 22.370±0.016
12:31:17.93 25:47:25.58 22.617±0.021 21.909±0.017 21.563±0.019 22.199±0.010 21.140±0.010
12:31:22.84 25:47:27.09 23.507±0.077 22.890±0.076 22.527±0.079 23.079±0.014 22.000±0.014
12:31:24.95 25:47:27.28 22.636±0.039 21.890±0.034 21.518±0.038 22.189±0.010 21.100±0.010
12:31:27.23 25:47:32.53 24.253±0.086 23.645±0.080 23.369±0.098 23.819±0.021 23.020±0.021
12:31:21.30 25:47:32.75 21.705±0.020 21.193±0.017 20.923±0.019 21.399±0.008 20.590±0.008
12:31:23.77 25:47:35.37 24.175±0.106 23.709±0.131 23.355±0.142 24.049±0.024 23.040±0.024
12:31:21.05 25:47:38.58 22.400±0.023 21.784±0.019 21.547±0.021 22.079±0.010 21.190±0.010
12:31:21.24 25:47:42.72 23.783±0.046 23.257±0.048 23.063±0.059 23.379±0.016 22.560±0.016
12:31:24.50 25:47:44.70 23.763±0.062 23.144±0.060 22.834±0.060 23.369±0.016 22.410±0.016
12:31:22.40 25:47:45.02 23.694±0.049 23.203±0.053 22.916±0.062 23.319±0.016 22.480±0.016
12:31:27.04 25:47:47.25 23.868±0.043 23.138±0.039 22.722±0.040 23.299±0.015 22.230±0.015
12:31:23.15 25:47:47.47 23.504±0.043 22.810±0.039 22.507±0.044 23.069±0.014 22.100±0.014
12:31:21.92 25:47:48.44 24.491±0.077 23.904±0.073 23.688±0.091 24.049±0.024 23.230±0.024
12:31:26.82 25:47:52.73 23.733±0.035 23.179±0.035 22.836±0.041 23.279±0.015 22.500±0.015
12:31:22.98 25:47:53.23 23.143±0.029 22.591±0.027 22.317±0.033 22.779±0.012 21.960±0.012
12:31:21.02 25:47:54.02 24.344±0.061 23.585±0.051 23.279±0.059 24.019±0.023 22.950±0.023
12:31:25.19 25:47:55.97 24.218±0.059 23.490±0.050 23.151±0.060 23.619±0.018 22.720±0.018
12:31:25.36 25:47:59.14 23.685±0.035 23.095±0.033 22.775±0.038 23.359±0.016 22.410±0.016
12:31:21.48 25:47:59.32 23.454±0.028 22.734±0.025 22.343±0.026 22.949±0.013 21.870±0.013
12:31:24.94 25:48:00.47 24.431±0.059 23.882±0.062 23.571±0.074 24.109±0.025 23.100±0.025
12:31:18.29 25:48:03.82 24.945±0.061 24.379±0.054 23.855±0.052 24.459±0.032 23.460±0.032
12:31:21.18 25:48:12.35 23.321±0.024 22.767±0.021 22.466±0.023 22.919±0.013 22.130±0.013
12:31:18.26 25:48:20.49 22.650±0.020 22.694±0.018 22.408±0.019 23.829±0.021 22.940±0.021
12:31:22.53 25:48:23.65 23.996±0.034 23.387±0.030 23.188±0.038 23.549±0.018 22.670±0.018
12:31:20.41 25:48:38.63 24.968±0.052 24.042±0.038 23.655±0.042 24.499±0.032 23.310±0.032
12:31:20.67 25:48:43.38 20.539±0.019 19.939±0.015 19.625±0.016 20.289±0.007 19.370±0.007
12:31:26.56 25:48:58.25 24.117±0.027 23.389±0.022 22.993±0.023 23.769±0.020 22.840±0.020
12:31:22.90 25:49:02.50 22.478±0.019 21.815±0.015 21.501±0.017 22.129±0.010 21.160±0.010
12:31:24.00 25:49:03.36 23.875±0.024 23.333±0.021 23.094±0.026 23.499±0.017 22.670±0.017
12:31:18.94 25:49:05.99 24.535±0.029 23.591±0.021 23.234±0.025 23.909±0.022 22.750±0.022
12:31:22.71 25:49:21.72 24.292±0.035 23.695±0.026 23.431±0.030 23.839±0.021 22.980±0.021
12:31:18.43 25:49:27.70 24.140±0.027 23.242±0.019 22.875±0.022 23.779±0.020 22.640±0.020
12:31:18.68 25:49:35.83 23.506±0.021 22.821±0.017 22.476±0.018 23.139±0.014 22.190±0.014
12:31:26.16 25:49:46.31 23.268±0.020 22.614±0.016 22.284±0.018 22.919±0.013 21.940±0.013
12:31:25.61 25:49:47.93 24.278±0.026 23.738±0.024 23.268±0.023 23.939±0.022 22.910±0.022
12:31:23.02 25:46:47.64 22.148±0.181 20.993±0.173 20.684±0.197 24.079±0.024 23.000±0.024
12:31:23.27 25:46:42.42 21.332±0.149 20.671±0.142 20.248±0.138 23.029±0.014 21.980±0.014
12:31:23.27 25:46:47.17 21.826±0.161 21.045±0.141 20.606±0.136 22.289±0.010 21.270±0.010
12:31:21.95 25:46:24.99 22.721±0.165 22.110±0.171 21.733±0.180 23.649±0.019 22.650±0.019
12:31:24.16 25:46:59.85 22.281±0.137 21.717±0.146 21.257±0.139 23.089±0.014 22.080±0.014
12:31:20.43 25:47:15.00 24.706±0.161 23.827±0.128 23.385±0.130 24.079±0.024 22.910±0.024
